,symbol,sector
2126,LAD,Consumer Cyclical
2127,CCBG,Financial Services
2128,CNSL,Communication Services
2129,APEI,Consumer Defensive
2130,LAMR,Real Estate
2131,LANC,Consumer Defensive
2132,LARK,Financial Services
2133,LCII,Consumer Cyclical
2134,RCM,Healthcare
2135,TLYS,Consumer Cyclical
2136,LEG,Consumer Cyclical
2137,IRTC,Healthcare
2138,LEO,Financial Services
2139,TMDI,Healthcare
2140,NERV,Healthcare
2141,DAN,Consumer Cyclical
2142,LLY,Healthcare
2143,TMHC,Consumer Cyclical
2144,RCRT,Industrials
2145,LMT,Industrials
2146,CTA-PB,Basic Materials
2147,OMAB,Industrials
2148,FLT,Technology
2149,COCP,Healthcare
2150,FSLR,Technology
2151,CODA,Industrials
2152,LPTH,Technology
2153,CODI,Industrials
2154,CODI-PA,Industrials
2155,LSCC,Technology
2156,RDHL,Healthcare
2157,LSI,Real Estate
2158,APO,Financial Services
2159,MTLS,Technology
2160,LTBR,Industrials
2161,LTC,Real Estate
2162,ASIX,Basic Materials
2163,NMRK,Real Estate
2164,LUMN,Communication Services
2165,NEX,Energy
2166,NEXA,Basic Materials
2167,LXRX,Healthcare
2168,APRN,Consumer Cyclical
2169,TNDM,Healthcare
2170,TRS,Consumer Cyclical
2171,NFLX,Communication Services
2172,LYTS,Technology
2173,ESI,Basic Materials
2174,LZB,Consumer Cyclical
2175,APWC,Industrials
2176,FF,Basic Materials
2177,ITCI,Healthcare
2178,COMM,Technology
2179,NGL,Energy
2180,AQB,Consumer Defensive
2181,NGL-PB,Energy
2182,HQI,Industrials
2183,COOP,Financial Services
2184,AQUA,Industrials
2185,MANH,Technology
2186,PANL,Industrials
2187,NNI,Financial Services
2188,ARAV,Healthcare
2189,MAT,Consumer Cyclical
2190,MATV,Basic Materials
2191,AGR,Utilities
2192,CORT,Healthcare
2193,COSM,Healthcare
2194,ITUB,Financial Services
2195,NIC,Financial Services
2196,USB,Financial Services
2197,FN,Technology
2198,TOUR,Consumer Cyclical
2199,FNF,Financial Services
2200,FNGR,Communication Services
2201,CPA,Industrials
2202,CPAC,Basic Materials
2203,FNKO,Consumer Cyclical
2204,MBCN,Financial Services
2205,SLMBP,Financial Services
2206,OBT,Financial Services
2207,RENEW,Financial Services
2208,CPB,Consumer Defensive
2209,CNHI,Industrials
2210,NISN,Financial Services
2211,ARGO,Financial Services
2212,SB,Industrials
2213,TPIC,Industrials
2214,MCI,Financial Services
2215,MCO,Financial Services
2216,MCRI,Consumer Cyclical
2217,BERY,Consumer Cyclical
2218,HAYN,Industrials
2219,ZIONO,Financial Services
2220,GOLF,Consumer Cyclical
2221,PAHC,Healthcare
2222,IVR,Real Estate
2223,REVG,Industrials
2224,TPST,Healthcare
2225,CPIX,Healthcare
2226,C-PJ,Financial Services
2227,SOHOB,Real Estate
2228,IVT,Real Estate
2229,REXR,Real Estate
2230,REXR-PB,Real Estate
2231,FOF,Financial Services
2232,BIP,Utilities
2233,IIVI,Technology
2234,MDRX,Healthcare
2235,BAM,Financial Services
2236,KKR,Financial Services
2237,CPRI,Consumer Cyclical
2238,HLT,Consumer Cyclical
2239,DAC,Industrials
2240,AROC,Energy
2241,ASC,Industrials
2242,CPSI,Healthcare
2243,KNSL,Financial Services
2244,FDS,Financial Services
2245,RGA,Financial Services
2246,ARR,Real Estate
2247,RUSHA,Consumer Cyclical
2248,NMK-PB,NA
2249,ARTNA,Utilities
2250,MED,Consumer Cyclical
2251,NMRD,Healthcare
2252,NMTC,Healthcare
2253,NMTR,Healthcare
2254,NGVC,Consumer Defensive
2255,MEOH,Basic Materials
2256,MERC,Basic Materials
2257,NNDM,Technology
2258,WINT,Healthcare
2259,RH,Consumer Cyclical
2260,NBHC,Financial Services
2261,VOYA,Financial Services
2262,IZEA,Communication Services
2263,NOAH,Financial Services
2264,CC,Basic Materials
2265,MGA,Consumer Cyclical
2266,CARM,Healthcare
2267,MGEE,Utilities
2268,OGS,Utilities
2269,HEES,Industrials
2270,RIBT,Consumer Defensive
2271,CRDF,Healthcare
2272,MGIC,Technology
2273,NOK,Technology
2274,CREX,Technology
2275,MGPI,Consumer Defensive
2276,RILYG,NA
2277,HRTG,Financial Services
2278,HII,Industrials
2279,MHD,Financial Services
2280,DFS,Financial Services
2281,NOVN,Healthcare
2282,CRMD,Healthcare
2283,FRC,Financial Services
2284,RIOT,Technology
2285,TRI,Industrials
2286,TRVG,Communication Services
2287,TPX,Consumer Cyclical
2288,JBGS,Real Estate
2289,MIND,Technology
2290,CROX,Consumer Cyclical
2291,RIV,Financial Services
2292,TSAT,Technology
2293,MITK,Technology
2294,TSE,Basic Materials
2295,CRSP,Healthcare
2296,FRG,Consumer Cyclical
2297,FRGI,Consumer Cyclical
2298,TSLA,Consumer Cyclical
2299,TSLX,Financial Services
2300,MLAB,Technology
2301,MLI,Industrials
2302,MLKN,Consumer Cyclical
2303,TSQ,Communication Services
2304,MHNC,NA
2305,CSBR,Healthcare
2306,NRXP,Healthcare
2307,JELD,Industrials
2308,TTGT,Communication Services
2309,MMP,Energy
2310,TTOO,Healthcare
2311,TTP,Financial Services
2312,TTSH,Consumer Cyclical
2313,SFBC,Financial Services
2314,OFED,Financial Services
2315,MMSI,Healthcare
2316,NS-PC,NA
2317,TUSK,Industrials
2318,MNDO,Technology
2319,CSR-PC,Real Estate
2320,CULL,Financial Services
2321,BAC,Financial Services
2322,ATCO-PH,Financial Services
2323,MNRO,Consumer Cyclical
2324,MNST,Consumer Defensive
2325,AGRX,Healthcare
2326,NTG,Financial Services
2327,FSK,Financial Services
2328,KFFB,Financial Services
2329,JILL,Consumer Cyclical
2330,ATEX,Communication Services
2331,MOG-A,Industrials
2332,MOS,Basic Materials
2333,EXPD,Industrials
2334,NTRA,Healthcare
2335,NTRB,Healthcare
2336,ATHM,Communication Services
2337,TWNK,Consumer Defensive
2338,TWO,Real Estate
2339,TWO-PC,NA
2340,TWOU,Consumer Defensive
2341,REED,Consumer Defensive
2342,CTRA,Energy
2343,CTSO,Healthcare
2344,WTW,Financial Services
2345,JCI,Industrials
2346,LEA,Consumer Cyclical
2347,RPRX,Healthcare
2348,BLU,Healthcare
2349,ATNF,Healthcare
2350,NUTX,Healthcare
2351,MULN,Consumer Cyclical
2352,WKSP,Consumer Cyclical
2353,HUBB,Industrials
2354,ROKU,Communication Services
2355,TYG,Financial Services
2356,ATOM,Technology
2357,ATOS,Healthcare
2358,AXON,Industrials
2359,MQY,Financial Services
2360,CUBI-PE,Financial Services
2361,ATRA,Healthcare
2362,TZOO,Communication Services
2363,NVIV,Healthcare
2364,UAA,Consumer Cyclical
2365,MRK,Healthcare
2366,ATUS,Communication Services
2367,RPD,Technology
2368,CVEO,Industrials
2369,CVGI,Consumer Cyclical
2370,CVLT,Technology
2371,NWG,Financial Services
2372,HEI-A,Industrials
2373,CWEN-A,Utilities
2374,CWH,Consumer Cyclical
2375,FUBO,Communication Services
2376,RPT-PD,Real Estate
2377,MSI,Technology
2378,MSM,Industrials
2379,JSM,Financial Services
2380,CYRX,Industrials
2381,CYTH,Healthcare
2382,FUV,Consumer Cyclical
2383,MTG,Financial Services
2384,FVCB,Financial Services
2385,FWONK,Communication Services
2386,MTW,Industrials
2387,NXE,Energy
2388,MTX,Basic Materials
2389,MU,Technology
2390,MUC,Financial Services
2391,DBRG,Real Estate
2392,MUJ,Financial Services
2393,DBRG-PH,Real Estate
2394,DBRG-PI,Real Estate
2395,JYNT,Healthcare
2396,DCTH,Healthcare
2397,G,Technology
2398,KA,Healthcare
2399,DEI,Real Estate
2400,KALU,Basic Materials
2401,NXTP,Technology
2402,KALV,Healthcare
2403,NYCB-PA,Financial Services
2404,KAR,Consumer Cyclical
2405,DFIN,Financial Services
2406,RVNC,Healthcare
2407,AUY,Basic Materials
2408,AVAV,Industrials
2409,KBR,Industrials
2410,RYAM,Basic Materials
2411,NEON,Technology
2412,NEU,Basic Materials
2413,NGG,Utilities
2414,KDP,Consumer Defensive
2415,NHTC,Consumer Cyclical
2416,NICE,Technology
2417,DKL,Energy
2418,AVGO,Technology
2419,NKE,Consumer Cyclical
2420,NLS,Consumer Cyclical
2421,NLY,Real Estate
2422,DLNG,Energy
2423,DLNG-PA,NA
2424,NMI,Financial Services
2425,DLPN,Communication Services
2426,KEY-PI,Financial Services
2427,NMR,Financial Services
2428,DLTH,Consumer Cyclical
2429,GBLI,Financial Services
2430,NOTV,Healthcare
2431,DNLI,Healthcare
2432,KIM-PL,Real Estate
2433,DNOW,Energy
2434,AVT,Technology
2435,DO,Energy
2436,KIRK,Consumer Cyclical
2437,NR,Energy
2438,AVTX,Healthcare
2439,NSIT,Technology
2440,NSSC,Industrials
2441,DOOO,Consumer Cyclical
2442,DOOR,Industrials
2443,NTCT,Technology
2444,NTES,Communication Services
2445,NTIC,Basic Materials
2446,NTZ,Consumer Cyclical
2447,DPZ,Consumer Cyclical
2448,OCGN,Healthcare
2449,AWK,Utilities
2450,DRH,Real Estate
2451,NVMI,Technology
2452,NVDA,Technology
2453,NVEC,Technology
2454,DRIO,Healthcare
2455,RYTM,Healthcare
2456,KN,Technology
2457,DRTT,Industrials
2458,NWBI,Financial Services
2459,KNDI,Consumer Cyclical
2460,NWN,Utilities
2461,RZLT,Healthcare
2462,DSKE,Industrials
2463,NX,Industrials
2464,GDDY,Technology
2465,NXP,Financial Services
2466,DSX-PB,Industrials
2467,KOP,Basic Materials
2468,O,Real Estate
2469,GDOT,Financial Services
2470,OEC,Basic Materials
2471,SA,Basic Materials
2472,OCC,Technology
2473,OCFC,Financial Services
2474,GECC,Financial Services
2475,KRNY,Financial Services
2476,OGE,Utilities
2477,OFLX,Industrials
2478,OFS,Financial Services
2479,OIG,Industrials
2480,SAFE,Real Estate
2481,DXC,Technology
2482,OMC,Communication Services
2483,OMCL,Healthcare
2484,OMI,Healthcare
2485,OPY,Financial Services
2486,ORAN,Communication Services
2487,ORCL,Technology
2488,OSIS,Technology
2489,OSK,Industrials
2490,SAIA,Industrials
2491,GGE,Real Estate
2492,OTEX,Technology
2493,KYN,Financial Services
2494,SAMG,Financial Services
2495,OLB,Technology
2496,OTTR,Utilities
2497,OXM,Consumer Cyclical
2498,PAA,Energy
2499,PAAS,Basic Materials
2500,SANW,Consumer Defensive
2501,OMER,Healthcare
2502,PAG,Consumer Cyclical
2503,SAR,Financial Services
2504,LAUR,Consumer Defensive
2505,BABA,Consumer Cyclical
2506,SASI,Technology
2507,LAZ,Financial Services
2508,GKOS,Healthcare
2509,PAR,Technology
2510,ONCS,Healthcare
2511,ONCT,Healthcare
2512,LBTYB,Communication Services
2513,GLDD,Industrials
2514,GLMD,Healthcare
2515,GLNG,Energy
2516,OPBK,Financial Services
2517,GLOB,Technology
2518,SBH,Consumer Cyclical
2519,GLOP-PA,Energy
2520,A,Healthcare
2521,OPT,Healthcare
2522,GLYC,Healthcare
2523,SBNY,Financial Services
2524,BAND,Technology
2525,SB-PD,Industrials
2526,SBSW,Basic Materials
2527,BATRK,Communication Services
2528,UNVR,Basic Materials
2529,LEJU,Real Estate
2530,AAP,Consumer Cyclical
2531,GNRC,Industrials
2532,AAPL,Technology
2533,GNTY,Financial Services
2534,PDCE,Energy
2535,BCLI,Healthcare
2536,BCML,Financial Services
2537,PDEX,Healthcare
2538,BCOV,Technology
2539,PDFS,Technology
2540,LGF-B,Communication Services
2541,SCOR,Communication Services
2542,PEGY,Technology
2543,SCTL,Healthcare
2544,SCU,Financial Services
2545,LGMK,Industrials
2546,SCWX,Technology
2547,LGO,Basic Materials
2548,PEO,Financial Services
2549,SD,Energy
2550,URGN,Healthcare
2551,PEP,Consumer Defensive
2552,ABCB,Financial Services
2553,GPOR,Energy
2554,PETS,Healthcare
2555,SE,Consumer Cyclical
2556,GPRO,Technology
2557,BEST,Industrials
2558,SEAL-PB,NA
2559,PFBC,Financial Services
2560,BFC,Financial Services
2561,PFC,Financial Services
2562,BFIN,Financial Services
2563,GRBK,Consumer Cyclical
2564,SELB,Healthcare
2565,USAC,Energy
2566,BHF,Financial Services
2567,PFG,Financial Services
2568,BHR,Real Estate
2569,GROM,Communication Services
2570,BIDU,Communication Services
2571,GRWG,Consumer Cyclical
2572,HEXO,Healthcare
2573,USDP,Industrials
2574,LINC,Consumer Defensive
2575,SHAK,Consumer Cyclical
2576,LINK,Technology
2577,ACHV,Healthcare
2578,PGR,Financial Services
2579,GSM,Basic Materials
2580,GS-PC,NA
2581,GS-PD,Financial Services
2582,GS-PJ,Financial Services
2583,GS-PK,Financial Services
2584,PH,Industrials
2585,PHG,Healthcare
2586,PHI,Communication Services
2587,LITE,Technology
2588,ADC,Real Estate
2589,BKR,Energy
2590,BL,Technology
2591,ADM,Consumer Defensive
2592,BLBD,Consumer Cyclical
2593,BLBX,Technology
2594,BLCM,Healthcare
2595,BLD,Industrials
2596,LKQ,Consumer Cyclical
2597,PII,Consumer Cyclical
2598,ADMP,Healthcare
2599,SINT,Healthcare
2600,LMFA,Financial Services
2601,SISI,Healthcare
2602,ADX,Financial Services
2603,AEE,Utilities
2604,AEHR,Technology
2605,AEIS,Industrials
2606,AEM,Basic Materials
2607,AEMD,Healthcare
2608,AEO,Consumer Cyclical
2609,AFL,Financial Services
2610,AGEN,Healthcare
2611,AGX,Industrials
2612,AIRT,Industrials
2613,AIT,Industrials
2614,AKAM,Technology
2615,AKO-B,Consumer Defensive
2616,ALB,Basic Materials
2617,ALG,Industrials
2618,ALGN,Healthcare
2619,ALJJ,Industrials
2620,AMAT,Technology
2621,AME,Industrials
2622,VBTX,Financial Services
2623,POOL,Industrials
2624,POWL,Industrials
2625,PPC,Consumer Defensive
2626,PPG,Basic Materials
2627,PPL,Utilities
2628,PRA,Financial Services
2629,PRFT,Technology
2630,PRG,Industrials
2631,PRMW,Consumer Defensive
2632,VEEV,Healthcare
2633,PRSO,Technology
2634,PSA,Real Estate
2635,PSMT,Consumer Defensive
2636,PSO,Communication Services
2637,PTC,Technology
2638,PTE,Healthcare
2639,PTEN,Energy
2640,VERI,Technology
2641,PXLW,Technology
2642,QDEL,Healthcare
2643,RAND,Financial Services
2644,RAVE,Consumer Cyclical
2645,RCKY,Consumer Cyclical
2646,RCL,Consumer Cyclical
2647,RCMT,Industrials
2648,RCS,Financial Services
2649,RDCM,Communication Services
2650,RDI,Communication Services
2651,RDN,Financial Services
2652,RDY,Healthcare
2653,RE,Financial Services
2654,VFF,Consumer Defensive
2655,VIASP,Utilities
2656,VIAV,Technology
2657,BLX,Financial Services
2658,VICI,Real Estate
2659,VINO,Real Estate
2660,BML-PJ,Financial Services
2661,VIVK,Energy
2662,BNED,Consumer Cyclical
2663,REX,Basic Materials
2664,RF,Financial Services
2665,VNET,Technology
2666,OSTK,Consumer Cyclical
2667,RFIL,Industrials
2668,ANIK,Healthcare
2669,ANIP,Healthcare
2670,ANIX,Healthcare
2671,RGEN,Healthcare
2672,RGP,Industrials
2673,AORT,Healthcare
2674,VNTR,Basic Materials
2675,RIGL,Healthcare
2676,APH,Technology
2677,RIO,Basic Materials
2678,APOG,Industrials
2679,RJF,Financial Services
2680,ARKR,Consumer Cyclical
2681,RLI,Financial Services
2682,RMBS,Technology
2683,BOX,Technology
2684,RNST,Financial Services
2685,ASGN,Technology
2686,ROG,Technology
2687,ASRV,Financial Services
2688,LOMA,Basic Materials
2689,LOOP,Basic Materials
2690,VPG,Technology
2691,ASYS,Technology
2692,ATGE,Consumer Defensive
2693,ATI,Industrials
2694,BEEM,Technology
2695,ATLC,Financial Services
2696,RPM,Basic Materials
2697,ATNI,Communication Services
2698,ATR,Healthcare
2699,RRC,Energy
2700,ATRO,Industrials
2701,RRX,Industrials
2702,VRAY,Healthcare
2703,BPTH,Healthcare
2704,AUBN,Financial Services
2705,VREX,Healthcare
2706,VRME,Industrials
2707,VRNS,Technology
2708,RUSHB,Consumer Cyclical
2709,VRRM,Industrials
2710,SLG-PI,Real Estate
2711,VS,Technology
2712,AVB,Real Estate
2713,EBS,Healthcare
2714,AVD,Basic Materials
2715,AVDL,Healthcare
2716,NVCN,Healthcare
2717,EC,Energy
2718,VST,Utilities
2719,SLNG,Energy
2720,BRFH,Consumer Defensive
2721,VSTO,Consumer Cyclical
2722,LRMR,Healthcare
2723,VTGN,Healthcare
2724,PAGP,Energy
2725,LSBK,Financial Services
2726,SAL,Financial Services
2727,PALI,Healthcare
2728,AVY,Industrials
2729,ECVT,Basic Materials
2730,SASR,Financial Services
2731,SAVA,Healthcare
2732,SAN,Financial Services
2733,SBCF,Financial Services
2734,AWR,Utilities
2735,AWRE,Technology
2736,SBFG,Financial Services
2737,EDIT,Healthcare
2738,AXDX,Healthcare
2739,VVI,Industrials
2740,VVV,Energy
2741,EDSA,Healthcare
2742,SCCO,Basic Materials
2743,EDU,Consumer Defensive
2744,SCHN,Basic Materials
2745,SCHW,Financial Services
2746,AXL,Consumer Cyclical
2747,SCL,Basic Materials
2748,SCKT,Technology
2749,PARR,Energy
2750,SCSC,Technology
2751,LTRPB,Communication Services
2752,VXRT,Healthcare
2753,SCX,Industrials
2754,BRQS,Technology
2755,EEX,Communication Services
2756,EFC,Real Estate
2757,AZTA,Healthcare
2758,PAYS,Technology
2759,BA,Industrials
2760,SENEB,Consumer Defensive
2761,B,Industrials
2762,SMMT,Healthcare
2763,SFE,Financial Services
2764,EFOI,Consumer Cyclical
2765,SFNC,Financial Services
2766,EFSC,Financial Services
2767,SMPL,Consumer Defensive
2768,HASI,Real Estate
2769,SGA,Communication Services
2770,EFXT,Energy
2771,BAK,Basic Materials
2772,WATT,Technology
2773,BALL,Consumer Cyclical
2774,SGMO,Healthcare
2775,BAX,Healthcare
2776,PBR-A,Energy
2777,SGRP,Industrials
2778,SGU,Energy
2779,WBD,Communication Services
2780,SHEN,Communication Services
2781,EHC,Healthcare
2782,PCB,Financial Services
2783,BBBY,Consumer Cyclical
2784,LW,Consumer Defensive
2785,SHW,Basic Materials
2786,SNAX,Consumer Defensive
2787,SNAXW,NA
2788,HCA,Healthcare
2789,SNCR,Technology
2790,SNDX,Healthcare
2791,HCCI,Industrials
2792,SIG,Consumer Cyclical
2793,SIGA,Healthcare
2794,BBVA,Financial Services
2795,SIGI,Financial Services
2796,HCI,Financial Services
2797,BBY,Consumer Cyclical
2798,WDAY,Technology
2799,HCM,Healthcare
2800,BC,Consumer Cyclical
2801,SJW,Utilities
2802,SKM,Communication Services
2803,BCRX,Healthcare
2804,BCPC,Basic Materials
2805,SKYW,Industrials
2806,SLF,Financial Services
2807,SLM,Financial Services
2808,SLP,Healthcare
2809,ELF,Consumer Defensive
2810,BDX,Healthcare
2811,BTCY,Healthcare
2812,SMG,Basic Materials
2813,SMMF,Financial Services
2814,WES,Energy
2815,SNEX,Financial Services
2816,BF-B,Consumer Defensive
2817,SNFCA,Financial Services
2818,MACK,Healthcare
2819,SOL,Technology
2820,HEP,Energy
2821,SO,Utilities
2822,WFCF,Technology
2823,WFC-PY,Financial Services
2824,BGCP,Financial Services
2825,WFG,Basic Materials
2826,HESM,Energy
2827,SON,Consumer Cyclical
2828,SOTK,Technology
2829,SPE,Financial Services
2830,PEN,Healthcare
2831,PENN,Consumer Cyclical
2832,SPG,Real Estate
2833,SPXC,Industrials
2834,BHC,Healthcare
2835,SPTN,Consumer Defensive
2836,BHE,Technology
2837,PERI,Communication Services
2838,WHF,Financial Services
2839,BHP,Basic Materials
2840,SOS,Technology
2841,SR,Utilities
2842,WHLRD,Real Estate
2843,SRCL,Industrials
2844,BIG,Consumer Defensive
2845,BIIB,Healthcare
2846,PETZ,Consumer Defensive
2847,SRE,Utilities
2848,SRPT,Healthcare
2849,AAC,Financial Services
2850,SRGA,Healthcare
2851,HGV,Consumer Cyclical
2852,BIOL,Healthcare
2853,AACG,Consumer Defensive
2854,SRT,Technology
2855,SSB,Financial Services
2856,BW,Industrials
2857,BKH,Utilities
2858,AAIC-PB,Real Estate
2859,BWFG,Financial Services
2860,BKSC,Financial Services
2861,PFGC,Consumer Defensive
2862,BKT,Financial Services
2863,BLDP,Industrials
2864,MASI,Healthcare
2865,AAM-PA,Financial Services
2866,SSRM,Basic Materials
2867,BMI,Technology
2868,SSYS,Technology
2869,STAA,Healthcare
2870,PFLT,Financial Services
2871,PFMT,Industrials
2872,BX,Financial Services
2873,STAR,Real Estate
2874,STLD,Basic Materials
2875,EMP,NA
2876,BN,Financial Services
2877,PFS,Financial Services
2878,BNS,Financial Services
2879,PFSI,Financial Services
2880,AATC,Technology
2881,WIX,Technology
2882,BNSO,Technology
2883,STRM,Healthcare
2884,PGEN,Healthcare
2885,SPG-PJ,Real Estate
2886,BOH,Financial Services
2887,SU,Energy
2888,BP,Energy
2889,ABBV,Healthcare
2890,MBIN,Financial Services
2891,SWK,Industrials
2892,SWN,Energy
2893,BZUN,Consumer Cyclical
2894,BRK-A,Financial Services
2895,SPLP-PA,Industrials
2896,PHD,Financial Services
2897,WMC,Real Estate
2898,MCBS,Financial Services
2899,SYPR,Consumer Cyclical
2900,SYY,Consumer Defensive
2901,BSET,Consumer Cyclical
2902,SLCA,Energy
2903,TACT,Technology
2904,HL-PB,Basic Materials
2905,BSQR,Technology
2906,TAIT,Technology
2907,SPOK,Healthcare
2908,CAAS,Consumer Cyclical
2909,PHUN,Technology
2910,PHUNW,Industrials
2911,ENJ,Utilities
2912,WNS,Technology
2913,TD,Financial Services
2914,ENLC,Energy
2915,CABO,Communication Services
2916,SPWR,Technology
2917,ENOB,Healthcare
2918,ENOV,Industrials
2919,TEF,Technology
2920,ENS,Industrials
2921,ENSG,Healthcare
2922,TEO,Communication Services
2923,BXMT,Real Estate
2924,TESS,Technology
2925,SQNS,Technology
2926,BYFC,Financial Services
2927,WPM,Basic Materials
2928,SRAX,Communication Services
2929,CAC,Financial Services
2930,CACI,Technology
2931,TGS,Energy
2932,THC,Healthcare
2933,CAH,Healthcare
2934,PIXY,Industrials
2935,ACM,Industrials
2936,CALB,Financial Services
2937,THFF,Financial Services
2938,CAMP,Technology
2939,CAR,Industrials
2940,TISI,Industrials
2941,TILE,Consumer Cyclical
2942,SRTS,Healthcare
2943,HPE,Technology
2944,TMO,Healthcare
2945,APLS,Healthcare
2946,CBD,Consumer Cyclical
2947,TNC,Industrials
2948,CBSH,Financial Services
2949,HQY,Healthcare
2950,CBU,Financial Services
2951,EPR-PG,Real Estate
2952,SSKN,Healthcare
2953,TPL,Energy
2954,CCJ,Energy
2955,CCK,Consumer Cyclical
2956,ADD,Communication Services
2957,CCRN,Healthcare
2958,HRI,Industrials
2959,WTER,Consumer Defensive
2960,PLSE,Healthcare
2961,MESO,Healthcare
2962,WTFCM,Financial Services
2963,ADEA,Technology
2964,TRN,Industrials
2965,CARA,Healthcare
2966,CARE,Financial Services
2967,STAB,Healthcare
2968,STAF,Industrials
2969,STAG,Real Estate
2970,CECO,Industrials
2971,TRUE,Communication Services
2972,STAR-PG,Real Estate
2973,HRZN,Financial Services
2974,CERS,Healthcare
2975,CET,Financial Services
2976,MFH,Financial Services
2977,PMCB,Healthcare
2978,TSEM,Technology
2979,ADMA,Healthcare
2980,CASA,Technology
2981,CGEN,Healthcare
2982,TTC,Industrials
2983,TTI,Energy
2984,TTEK,Industrials
2985,TTWO,Communication Services
2986,WING,Consumer Cyclical
2987,CHKP,Technology
2988,CHMG,Financial Services
2989,STEW,Financial Services
2990,CHN,Financial Services
2991,CHRW,Industrials
2992,TVC,NA
2993,CIB,Financial Services
2994,MGI,Financial Services
2995,CIEN,Technology
2996,CL,Consumer Defensive
2997,CLAR,Consumer Cyclical
2998,CBAT,Industrials
2999,CLB,Energy
3000,CLF,Basic Materials
3001,CLS,Technology
3002,BCBP,Financial Services
3003,CLX,Consumer Defensive
3004,CMCO,Industrials
3005,CBIO,Healthcare
3006,HTBI,Financial Services
3007,UEIC,Technology
3008,CMS,Utilities
3009,STR,Basic Materials
3010,CMTL,Technology
3011,CNA,Financial Services
3012,MICS,Technology
3013,UHS,Healthcare
3014,UL,Consumer Defensive
3015,CNXN,Technology
3016,STRR,Healthcare
3017,CBAY,Healthcare
3018,MIGI,Financial Services
3019,COHR,Technology
3020,COO,Healthcare
3021,COP,Energy
3022,COST,Consumer Defensive
3023,UNB,Financial Services
3024,STT-PG,Financial Services
3025,PODD,Healthcare
3026,XELA,Technology
3027,MINDP,Technology
3028,CPSH,Technology
3029,UNP,Industrials
3030,MINM,Technology
3031,UNM,Financial Services
3032,STWD,Real Estate
3033,UONE,Communication Services
3034,STX,Technology
3035,CRD-B,Financial Services
3036,URBN,Consumer Cyclical
3037,AENZ,Industrials
3038,CRIS,Healthcare
3039,CRMT,Consumer Cyclical
3040,CRS,Industrials
3041,USAP,Basic Materials
3042,MITT,Real Estate
3043,ET,Energy
3044,MITT-PA,Real Estate
3045,CBX,NA
3046,CSGS,Technology
3047,USIO,Technology
3048,USLM,Basic Materials
3049,CSL,Industrials
3050,AEYE,Technology
3051,POR,Utilities
3052,USNA,Consumer Defensive
3053,AFB,Financial Services
3054,UTHR,Healthcare
3055,HVBC,Financial Services
3056,CTG,Technology
3057,MKTX,Financial Services
3058,VABK,Financial Services
3059,CTO,Real Estate
3060,CTS,Technology
3061,AG,Basic Materials
3062,MLCO,Consumer Cyclical
3063,PPBT,Healthcare
3064,AGFS,Consumer Defensive
3065,NSTG,Healthcare
3066,VBIV,Healthcare
3067,SUNW,Technology
3068,AGIO,Healthcare
3069,SUPN,Healthcare
3070,CVX,Energy
3071,VCEL,Healthcare
3072,AGM-PC,Financial Services
3073,CWT,Utilities
3074,CCLP,Energy
3075,AGNCN,Real Estate
3076,CYH,Healthcare
3077,VERU,Healthcare
3078,D,Utilities
3079,DAKT,Technology
3080,DAR,Consumer Defensive
3081,IMTE,Technology
3082,DB,Financial Services
3083,DCO,Industrials
3084,DD,Basic Materials
3085,AHH,Real Estate
3086,DENN,Consumer Cyclical
3087,SUZ,Basic Materials
3088,DEO,Consumer Defensive
3089,AHL-PD,Financial Services
3090,AHT,Real Estate
3091,DGX,Healthcare
3092,DHR,Healthcare
3093,AHT-PF,Real Estate
3094,AHT-PG,Real Estate
3095,HYT,Financial Services
3096,DIOD,Technology
3097,DIS,Communication Services
3098,EVH,Healthcare
3099,DISH,Communication Services
3100,XPEL,Consumer Cyclical
3101,ARC,Industrials
3102,VHI,Basic Materials
3103,VICR,Technology
3104,DJCO,Technology
3105,EVO,Healthcare
3106,DLX,Communication Services
3107,DMF,Financial Services
3108,XPRO,Energy
3109,SVRA,Healthcare
3110,VIVE,Healthcare
3111,CDMO,Healthcare
3112,DOV,Industrials
3113,DOX,Technology
3114,MMI,Real Estate
3115,DRI,Consumer Cyclical
3116,DRQ,Energy
3117,DSGR,Industrials
3118,CDR-PB,Real Estate
3119,VOXX,Technology
3120,DSWL,Technology
3121,DTE,Utilities
3122,VSAT,Technology
3123,AIRG,Technology
3124,DUK,Utilities
3125,VSH,Technology
3126,DX,Real Estate
3127,DXYN,Consumer Cyclical
3128,E,Energy
3129,EBAY,Consumer Cyclical
3130,ECL,Basic Materials
3131,ECPG,Financial Services
3132,ED,Utilities
3133,PRO,Technology
3134,WAFD,Financial Services
3135,WAT,Healthcare
3136,CEIX,Energy
3137,CELC,Healthcare
3138,WCC,Industrials
3139,AJXA,NA
3140,PRPL,Consumer Cyclical
3141,EL,Consumer Defensive
3142,CELZ,Healthcare
3143,XXII,Consumer Defensive
3144,AKBA,Healthcare
3145,WEC,Utilities
3146,WELL,Real Estate
3147,MOBQ,Communication Services
3148,ELS,Real Estate
3149,ELSE,Technology
3150,ELV,Healthcare
3151,WEN,Consumer Cyclical
3152,MODV,Healthcare
3153,MODD,Healthcare
3154,EME,Industrials
3155,EMKR,Technology
3156,ICCM,Healthcare
3157,EML,Industrials
3158,EMR,Industrials
